date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2023-03-16,240.27,255.88,238.94,255.41,255.410004,58494626,58325300,15.14,6.3,249.72,"March 16, 23",0.063
2023-03-15,237.61,242.86,233.6,242.28,242.279999,52448574,52448600,4.67,1.97,238.12,"March 15, 23",0.0197
2023-03-14,234.96,242.19,234.6,240.63,240.630005,47483813,47491000,5.67,2.41,239.19,"March 14, 23",0.0241
2023-03-13,227.52,232.98,222.97,229.66,229.660004,42189032,42189000,2.14,0.94058,229.28,"March 13, 23",0.0094058
2023-03-10,234.09,236.27,227.26,229.65,229.649994,47486565,47486600,-4.44,-1.9,231.04,"March 10, 23",-0.019
2023-03-09,241.75,244.54,233.8284,234.36,234.360001,50125699,50125700,-7.39,-3.06,239.34,"March 09, 23",-0.0306
2023-03-08,234.87,242,234.235,241.81,241.809998,51326339,51357300,6.94,2.95,238.73,"March 08, 23",0.0295
2023-03-07,236,241.25,232.41,232.88,232.880005,51465388,51515400,-3.12,-1.32,236.76,"March 07, 23",-0.0132
2023-03-06,238.91,242.48,234.87,235.54,235.5,43742923,43742900,-3.37,-1.41,238.43,"March 06, 23",-0.0141
2023-03-03,233.2,239,231.3,238.9,238.859421,41239330,41239300,5.7,2.44,235.35,"March 03, 23",0.0244
2023-03-02,224.88,233.804,224.32,233.14,233.100403,39007465,38941500,8.26,3.67,229.35,"March 02, 23",0.0367
2023-03-01,231.92,232.5557,225.08,226.98,226.941452,46002562,46002600,-4.94,-2.13,228.15,"March 01, 23",-0.0213
2023-02-28,233.72,238.25,232.06,232.16,232.120575,45596280,45596300,-1.56,-0.66747,234.71,"February 28, 23",-0.0066747
2023-02-27,236.7,238.7994,234.54,235.01,234.970093,45299367,45299400,-1.69,-0.71398,236.5,"February 27, 23",-0.0071398
2023-02-24,232.25,234.74,229.47,232.86,232.820465,58967271,58971600,0.61,0.26265,232.09,"February 24, 23",0.0026265
2023-02-23,234.4,238.88,230.25,236.64,236.599808,111799541,111799500,2.24,0.95563,235.21,"February 23, 23",0.0095563
2023-02-22,207.07,211.04,204.21,207.54,207.504745,51308832,51318400,0.47,0.22698,210.02,"February 22, 23",0.0022698
2023-02-21,210,214.938,206.18,206.55,206.514923,41001455,41001500,-3.45,-1.64,209.4,"February 21, 23",-0.0164
2023-02-17,216.31,217.4,209.75,213.88,213.843689,46588764,46588800,-2.43,-1.12,213.42,"February 17, 23",-0.0112
2023-02-16,221.33,225.5,219.268,220.02,219.982635,41202628,41202600,-1.31,-0.59188,222.46,"February 16, 23",-0.0059188
2023-02-15,225.49,228.55,221.06,227.64,227.601349,42114866,42057500,2.15,0.95348,225.47,"February 15, 23",0.0095348
2023-02-14,215.78,230.488,213.66,229.71,229.671005,67543590,67547400,13.93,6.46,225.68,"February 14, 23",0.0646
2023-02-13,215.38,220.48,209.62,217.88,217.843002,47491862,47491900,2.5,1.16,216.94,"February 13, 23",0.0116
2023-02-10,216.9,220.7764,208.11,212.65,212.613876,55073675,55073700,-4.25,-1.96,213.15,"February 10, 23",-0.0196
2023-02-09,226.06,230.2,221.2,223.37,223.332062,52387578,52387600,-2.69,-1.19,226.67,"February 09, 23",-0.0119
2023-02-08,223.87,228.78,220.0801,222.05,222.012299,55965122,55965100,-1.82,-0.81297,223.82,"February 08, 23",-0.0081297
2023-02-07,213.82,222.59,211.5,221.73,221.692337,66299961,66415000,7.91,3.7,216.97,"February 07, 23",0.037
2023-02-06,208.06,215.7,207.86,210.89,210.854187,45206508,45219700,2.83,1.36,211.98,"February 06, 23",0.0136
2023-02-03,210,217.4499,207.89,211,210.964172,42936595,42936600,1,0.47619,213.13,"February 03, 23",0.0047619
2023-02-02,210,219.49,207,217.09,217.053131,56427580,56427600,7.09,3.38,214.55,"February 02, 23",0.0338
2023-02-01,196.91,211.92,196.11,209.43,209.394424,66047704,66047700,12.52,6.36,203.64,"February 01, 23",0.0636
2023-01-31,191.695,196.87,189.5,195.37,195.336823,49801658,49801700,3.675,1.92,194.05,"January 31, 23",0.0192
2023-01-30,199.5,201.4,191.5,191.62,191.587448,48861115,48861100,-7.88,-3.95,195.54,"January 30, 23",-0.0395
2023-01-27,194.62,206.28,194.05,203.65,203.615417,54214198,54214200,9.03,4.64,201.7,"January 27, 23",0.0464
2023-01-26,197.01,201.66,192.78,198.02,197.986374,48953542,48953500,1.01,0.51266,196.42,"January 26, 23",0.0051266
2023-01-25,189.125,193.7,185.8,193.23,193.197189,44953711,44953700,4.105,2.17,189.91,"January 25, 23",0.0217
2023-01-24,188.27,194.95,188.2,192.65,192.617279,49620410,49620400,4.38,2.33,191.5,"January 24, 23",0.0233
2023-01-23,180.64,192.45,178.175,191.93,191.8974,65516259,65516300,11.29,6.25,188.2,"January 23, 23",0.0625
2023-01-20,170.11,178.56,168.25,178.39,178.359711,56496712,56496700,8.28,4.87,174.24,"January 20, 23",0.0487
2023-01-19,170.36,171.97,167.31,167.65,167.621521,45293160,45293200,-2.71,-1.59,169.31,"January 19, 23",-0.0159
2023-01-18,176.67,178.73,172.82,173.77,173.740494,43958330,43962400,-2.9,-1.64,175.24,"January 18, 23",-0.0164
2023-01-17,168.99,177.28,168.99,177.02,176.989944,51110216,51110200,8.03,4.75,175.13,"January 17, 23",0.0475
2023-01-13,162.78,169.22,161.65,168.99,168.961304,44728706,44728700,6.21,3.81,166.76,"January 13, 23",0.0381
2023-01-12,161,166.37,154.92,165.11,165.08197,55127706,55140900,4.11,2.55,162.03,"January 12, 23",0.0255
2023-01-11,158.3951,160.28,155.63,160.01,159.982819,35319493,35328500,1.6149,1.02,158.24,"January 11, 23",0.0102
2023-01-10,155.07,159.6199,154.72,159.09,159.062988,38410126,38410100,4.02,2.59,157.47,"January 10, 23",0.0259
2023-01-09,152.84,160.56,151.41,156.28,156.253464,50418056,50423100,3.44,2.25,157.88,"January 09, 23",0.0225
2023-01-06,144.74,150.1,140.34,148.59,148.564758,40504362,40504400,3.85,2.66,145.98,"January 06, 23",0.0266
2023-01-05,144.91,145.64,141.4795,142.65,142.625763,38916811,38916800,-2.26,-1.56,143.14,"January 05, 23",-0.0156
2023-01-04,145.67,148.53,142.41,147.49,147.464966,43132360,43132400,1.82,1.25,146.15,"January 04, 23",0.0125
2023-01-03,148.51,149.96,140.96,143.15,143.125687,40127658,40127700,-5.36,-3.61,143.68,"January 03, 23",-0.0361
2022-12-30,143.34,146.2899,142.33,146.14,146.115189,31048983,31049000,2.8,1.95,144.47,"December 30, 22",0.0195
2022-12-29,144.02,146.83,142.27,146.03,146.005203,35492324,35492300,2.01,1.4,145.35,"December 29, 22",0.014
2022-12-28,139.27,142.62,138.84,140.36,140.336166,35106645,35106600,1.09,0.78265,140.63,"December 28, 22",0.0078265
2022-12-27,150.74,151,140.56,141.21,141.18602,46490226,46490200,-9.53,-6.32,144.07,"December 27, 22",-0.0632
2022-12-23,151.96,153.39,148.83,152.06,152.03418,34932563,34932600,0.1,0.06580679,151.31,"December 23, 22",0.0006580679
2022-12-22,160.935,161.38,148.82,153.39,153.363953,56447527,56504500,-7.545,-4.69,153.1,"December 22, 22",-0.0469
2022-12-21,161.14,166.27,161.02,165.01,164.981979,32502538,32502500,3.87,2.4,164.68,"December 21, 22",0.024
2022-12-20,160.64,163.1,158.52,160.85,160.822693,40325979,40326000,0.21,0.13073,161.16,"December 20, 22",0.0013073
2022-12-19,165.72,166.09,161.45,162.54,162.51239,35403877,35403900,-3.18,-1.92,162.88,"December 19, 22",-0.0192
2022-12-16,168.642,170.41,164.1,165.71,165.68187,47693193,47823200,-2.932,-1.74,166.3,"December 16, 22",-0.0174
2022-12-15,171.46,173.2,167,169.52,169.491211,47854210,47854200,-1.94,-1.13,169.29,"December 15, 22",-0.0113
2022-12-14,179.87,182.52,174.2,176.74,176.709991,49679010,49688800,-3.13,-1.74,178.75,"December 14, 22",-0.0174
2022-12-13,185.31,187.9,177.11,180.72,180.689316,65658876,65658900,-4.59,-2.48,181.85,"December 13, 22",-0.0248
2022-12-12,170.37,175.38,167.97,175.35,175.320236,45732780,45732800,4.98,2.92,172.14,"December 12, 22",0.0292
2022-12-09,171.6,175.83,169.75,170.01,169.981125,46533819,46533800,-1.59,-0.92657,172.88,"December 09, 22",-0.0092657
2022-12-08,162.73,171.79,159.59,171.69,171.660843,51545554,51545600,8.96,5.51,167.7,"December 08, 22",0.0551
2022-12-07,157.72,161.86,156.67,161.2,161.172623,37238758,37238800,3.48,2.21,160.04,"December 07, 22",0.0221
2022-12-06,165.3,165.73,158.19,159.87,159.84285,35269427,35269400,-5.43,-3.28,160.67,"December 06, 22",-0.0328
2022-12-05,166.79,169.95,164.7201,166.1,166.071793,35225517,35225500,-0.69,-0.41369,167.14,"December 05, 22",-0.0041369
2022-12-02,166.59,169.3257,164.45,168.76,168.731339,37138858,37138900,2.17,1.3,166.94,"December 02, 22",0.013
2022-12-01,169.99,172.65,166.35,171.35,171.320908,47097657,47097700,1.36,0.80005,170.6,"December 01, 22",0.0080005
2022-11-30,156.97,169.3,155.97,169.23,169.201263,56517822,56529800,12.26,7.81,163.09,"November 30, 22",0.0781
2022-11-29,158.27,159.32,155.2,156.39,156.323456,29838449,29838400,-1.88,-1.19,157.07,"November 29, 22",-0.0119
2022-11-28,160.26,163.57,157.25,158.27,158.202652,30415201,30374100,-1.99,-1.24,160.16,"November 28, 22",-0.0124
2022-11-25,163.18,164.87,161.72,162.7,162.630768,16793430,16793400,-0.48,-0.29415,163.5,"November 25, 22",-0.0029415
2022-11-23,160.98,165.27,160.4801,165.19,165.119705,42724093,42724100,4.21,2.62,163.53,"November 23, 22",0.0262
2022-11-22,153.28,160.5757,151.216,160.38,160.311768,47286607,47286600,7.1,4.63,157.26,"November 22, 22",0.0463
2022-11-21,151.47,154.77,150.8,153.17,153.104828,40456931,40473900,1.7,1.12,153.01,"November 21, 22",0.0112
2022-11-18,159.66,160.02,151.2001,154.09,154.024429,49207165,49207200,-5.57,-3.49,154.14,"November 18, 22",-0.0349
2022-11-17,157.15,162.66,155.35,156.77,156.703293,71089356,71089400,-0.38,-0.24181,158.67,"November 17, 22",-0.0024181
2022-11-16,161.615,163.62,158.73,159.1,159.032303,64954684,64954700,-2.515,-1.56,160.92,"November 16, 22",-0.0156
2022-11-15,167.215,169.98,163.82,166.66,166.589081,54587550,54587600,-0.555,-0.33191,167.37,"November 15, 22",-0.0033191
2022-11-14,162.18,165.4,159.22,162.95,162.880661,52785245,52785200,0.77,0.47478,163.15,"November 14, 22",0.0047478
2022-11-11,158.075,163.89,154.82,163.27,163.200516,65548747,65548700,5.195,3.29,160.6,"November 11, 22",0.0329
2022-11-10,148,157.73,145.47,157.5,157.432983,70081925,70081900,9.5,6.42,152.46,"November 10, 22",0.0642
2022-11-09,141.615,142.11,137.5901,137.76,137.70137,45429910,45441400,-3.855,-2.72,139.23,"November 09, 22",-0.0272
2022-11-08,148.01,148.9101,142.16,146.02,145.957855,59529199,59529200,-1.99,-1.34,146.13,"November 08, 22",-0.0134
2022-11-07,142.28,144.12,139.54,143.01,142.949142,41006095,41006100,0.73,0.51307,141.86,"November 07, 22",0.0051307
2022-11-04,139.86,142.29,136.97,141.56,141.499756,61257591,61257600,1.7,1.22,139.84,"November 04, 22",0.0122
2022-11-03,130.43,137.81,129.56,134.21,134.152893,50006486,50006500,3.78,2.9,134.27,"November 03, 22",0.029
2022-11-02,138.5,142.1,132.1124,132.19,132.133743,67262784,67262800,-6.31,-4.56,137.77,"November 02, 22",-0.0456
2022-11-01,138.11,139.25,135.19,135.43,135.37236,43281690,43281700,-2.68,-1.94,136.87,"November 01, 22",-0.0194
2022-10-31,137.78,138.38,132.97,134.97,134.912567,48634099,48634100,-2.81,-2.04,135.18,"October 31, 22",-0.0204
2022-10-28,131.04,138.5,130.61,138.34,138.281128,52079993,52104000,7.3,5.57,135.88,"October 28, 22",0.0557
2022-10-27,136.3,138.38,131.22,131.76,131.703918,58311308,58311300,-4.54,-3.33,133.67,"October 27, 22",-0.0333
2022-10-26,128.69,133.88,127.08,128.96,128.905121,53553329,53295300,0.27,0.20981,130.66,"October 26, 22",0.0020981
2022-10-25,126.935,133,126.64,132.61,132.553574,50548233,50548200,5.675,4.47,131.28,"October 25, 22",0.0447
2022-10-24,125.08,127.1,120.64,125.99,125.936378,51745740,51745700,0.91,0.72753,124.45,"October 24, 22",0.0072753
2022-10-21,120.982,124.98,118.87,124.66,124.606956,60949441,60949400,3.678,3.04,122.79,"October 21, 22",0.0304
2022-10-20,121.13,127.69,121.05,121.94,121.888115,65239761,65239800,0.81,0.6687,124.11,"October 20, 22",0.006687
2022-10-19,118.79,123.5,118.34,120.51,120.458717,52313061,52313100,1.72,1.45,120.52,"October 19, 22",0.0145
2022-10-18,123.44,124.92,116.18,119.67,119.619072,65895206,65936200,-3.77,-3.05,119.58,"October 18, 22",-0.0305
2022-10-17,115.18,119.48,115.17,118.88,118.829414,58055917,58077400,3.7,3.21,118.17,"October 17, 22",0.0321
2022-10-14,120.57,121.11,112.04,112.27,112.222221,71323399,71343200,-8.3,-6.88,114.36,"October 14, 22",-0.0688
2022-10-13,109.71,120.7799,108.13,119.6,119.54911,85010301,85010300,9.89,9.01,116.2,"October 13, 22",0.0901
2022-10-12,115.79,117.35,113.45,115,114.951065,49259019,49259000,-0.79,-0.68227,115.27,"October 12, 22",-0.0068227
2022-10-11,115.61,118.46,112.83,115.86,115.810699,66748163,66748200,0.25,0.21624,115.7,"October 11, 22",0.0021624
2022-10-10,120.37,121.2432,114.0812,116.7,116.650337,69855425,69869900,-3.67,-3.05,116.6,"October 10, 22",-0.0305
2022-10-07,125.05,126.7,120.22,120.76,120.708618,67247816,67247800,-4.29,-3.43,122.96,"October 07, 22",-0.0343
2022-10-06,132.2,136.56,131.03,131.3,131.244125,64384939,64415700,-0.9,-0.68079,132.95,"October 06, 22",-0.0068079
2022-10-05,129.107,133.21,126.21,132.09,132.033783,50713073,50713100,2.983,2.31,129.73,"October 05, 22",0.0231
2022-10-04,128.79,132.2,128.79,131.67,131.613968,58418167,58418200,2.88,2.24,130.72,"October 04, 22",0.0224
2022-10-03,123.47,126.78,121.05,125.12,125.066765,54733847,54747800,1.65,1.34,124.82,"October 03, 22",0.0134
2022-09-30,120.87,126.33,120.75,121.39,121.338348,56563842,56563800,0.52,0.43021,123.51,"September 30, 22",0.0043021
2022-09-29,124.48,125,119.4601,122.2,122.147995,53249912,53276300,-2.28,-1.83,121.69,"September 29, 22",-0.0183
2022-09-28,124.1,128.23,123.5386,127.36,127.305801,54241388,54241400,3.26,2.63,126.3,"September 28, 22",0.0263
2022-09-27,125.07,127.36,122.58,124.13,124.077179,55332406,55385400,-0.94,-0.75158,124.84,"September 27, 22",-0.0075158
2022-09-26,124.91,126.59,122.14,122.28,122.227966,54734269,54734300,-2.63,-2.11,123.86,"September 26, 22",-0.0211
2022-09-23,124.2,126.11,122.57,125.16,125.106743,66255831,66330900,0.96,0.77295,124.07,"September 23, 22",0.0077295
2022-09-22,130.7,131.4897,124.28,125.61,125.556549,75916216,75916200,-5.09,-3.89,126.75,"September 22, 22",-0.0389
2022-09-21,132.13,140.31,131.1,132.61,132.553574,80751440,80767900,0.48,0.36328,134.86,"September 21, 22",0.0036328
2022-09-20,132.145,134.8276,130.57,131.76,131.703918,52481775,52481800,-0.385,-0.29135,132.66,"September 20, 22",-0.0029135
2022-09-19,130.12,134.63,130.1,133.82,133.763062,56855528,56968500,3.7,2.84,132.93,"September 19, 22",0.0284
2022-09-16,127.415,132.12,126.17,131.98,131.923843,67075140,67075100,4.565,3.58,129.72,"September 16, 22",0.0358
2022-09-15,130.152,132.3299,127.9,129.29,129.234985,52362516,52362500,-0.862,-0.6623,129.96,"September 15, 22",-0.006623
2022-09-14,132.54,132.8999,129.13,131.28,131.224136,58814654,58850700,-1.26,-0.95066,130.76,"September 14, 22",-0.0095066
2022-09-13,138.02,139.22,130.99,131.31,131.25412,71481163,71495600,-6.71,-4.86,134.36,"September 13, 22",-0.0486
2022-09-12,143.69,145.47,141.98,145.05,144.988281,48397124,48415900,1.36,0.94648,143.83,"September 12, 22",0.0094648
2022-09-09,141.57,144.74,141.26,143.87,143.808762,48712842,48661200,2.3,1.62,143.42,"September 09, 22",0.0162
2022-09-08,134.59,140.08,133.69,139.9,139.840454,62487312,62487300,5.31,3.95,137.8,"September 08, 22",0.0395
2022-09-07,135.63,138.38,133.46,137.14,137.081635,51195746,51265700,1.51,1.11,135.88,"September 07, 22",0.0111
2022-09-06,137.31,137.79,133.51,134.65,134.552719,53550118,53575100,-2.66,-1.94,135.53,"September 06, 22",-0.0194
2022-09-02,141,141.71,135.91,136.47,136.371414,74158846,74315700,-4.53,-3.21,138.43,"September 02, 22",-0.0321
2022-09-01,142.09,143.8,132.7021,139.37,139.269302,117766964,117886500,-2.72,-1.91,137.11,"September 01, 22",-0.0191
2022-08-31,153.84,155.4,149.5851,150.94,150.830963,57370986,57371000,-2.9,-1.89,151.29,"August 31, 22",-0.0189
2022-08-30,159.6,160.39,151.82,154.68,154.568237,53010269,53018100,-4.92,-3.08,154.81,"August 30, 22",-0.0308
2022-08-29,160.2,163.38,157.67,158.01,157.895828,49593194,49613200,-2.19,-1.37,159.68,"August 29, 22",-0.0137
2022-08-26,178.57,179.24,162.37,162.6,162.482544,76906493,76912700,-15.97,-8.94,168.94,"August 26, 22",-0.0894
2022-08-25,168.44,179.47,168.33,179.13,179.00058,77069133,77069100,10.69,6.35,175.42,"August 25, 22",0.0635
2022-08-24,170.12,174.06,168.95,172.22,172.095581,52264621,52266100,2.1,1.23,171.4,"August 24, 22",0.0123
2022-08-23,169.885,174.65,169.7,171.81,171.685852,36998577,36998600,1.925,1.13,172.35,"August 23, 22",0.0113
2022-08-22,174.9,175.58,169.66,170.34,170.216934,40959271,40959300,-4.56,-2.61,171.97,"August 22, 22",-0.0261
2022-08-19,184.06,185.2,177.7,178.49,178.361053,44158833,44158800,-5.57,-3.03,179.96,"August 19, 22",-0.0303
2022-08-18,183.01,188.6499,181.83,187.73,187.59436,41544656,41544700,4.72,2.58,186.47,"August 18, 22",0.0258
2022-08-17,185.23,186.88,181.45,183.35,183.217545,44640311,44679900,-1.88,-1.01,183.5,"August 17, 22",-0.0101
2022-08-16,189.195,191.42,185.01,188.79,188.65361,45123964,45124000,-0.405,-0.21406,188.42,"August 16, 22",-0.0021406
2022-08-15,187.01,191.64,186.13,190.32,190.182495,45766556,45766600,3.31,1.77,188.69,"August 15, 22",0.0177
2022-08-12,181.6,187.18,179.53,187.09,186.954819,47809415,47809400,5.49,3.02,184.62,"August 12, 22",0.0302
2022-08-11,181.31,187.07,178.76,179.42,179.290375,50932655,50932700,-1.89,-1.04,182.42,"August 11, 22",-0.0104
2022-08-10,176.98,181.18,173.1701,180.97,180.839264,59742246,59742200,3.99,2.25,177.99,"August 10, 22",0.0225
2022-08-09,172.52,174.4719,167.24,170.86,170.736557,66826265,66826300,-1.66,-0.96221,170.54,"August 09, 22",-0.0096221
2022-08-08,175.02,182.39,172.42,177.93,177.801437,98365198,98185900,2.91,1.66,176.74,"August 08, 22",0.0166
2022-08-05,188.1,192.2892,186.66,189.89,189.752808,38584329,38606800,1.79,0.95162,189.32,"August 05, 22",0.0095162
2022-08-04,188.49,192.74,187.6,192.15,192.011169,40965227,40965200,3.66,1.94,190.43,"August 04, 22",0.0194
2022-08-03,181.84,189.68,181.37,188.93,188.793488,41814557,41814600,7.09,3.9,186.19,"August 03, 22",0.039
2022-08-02,181.22,189.3753,180.92,185.26,185.12616,48952692,48952700,4.04,2.23,185.33,"August 02, 22",0.0223
2022-08-01,181.82,188.46,179.9,184.41,184.276764,47646904,47646900,2.59,1.42,184.83,"August 01, 22",0.0142
2022-07-29,178.13,182.44,176.92,181.63,181.498779,43546042,43546000,3.5,1.96,180.21,"July 29, 22",0.0196
2022-07-28,179.75,181.4,174.4,179.84,179.710068,47464628,47464600,0.09,0.05006954,178.43,"July 28, 22",0.0005006954
2022-07-27,170.32,179.36,169.1301,177.9,177.771469,56977623,56977600,7.58,4.45,175,"July 27, 22",0.0445
2022-07-26,168.89,169.19,164.78,165.33,165.210571,39786491,39786500,-3.56,-2.11,166.5,"July 26, 22",-0.0211
2022-07-25,170.19,171.24,166.49,170.24,170.117004,48074751,48074800,0.05,0.02937893,168.75,"July 25, 22",0.0002937893
2022-07-22,178.93,179.67,171.365,173.19,173.06488,53665518,53667100,-5.74,-3.21,174.15,"July 22, 22",-0.0321
2022-07-21,178.85,181.44,175.4456,180.5,180.369598,55704928,55704900,1.65,0.92256,179.01,"July 21, 22",0.0092256
2022-07-20,169.47,179.325,168.01,178.07,177.94136,76053779,76053800,8.6,5.07,175.91,"July 20, 22",0.0507
2022-07-19,164.86,171.1,161.7201,169.92,169.797226,70236608,70236600,5.06,3.07,167.35,"July 19, 22",0.0307
2022-07-18,163.02,168.97,160.02,161.01,160.893677,67051745,67051700,-2.01,-1.23,164.33,"July 18, 22",-0.0123
2022-07-15,156.59,157.82,154.45,157.62,157.506119,38593547,38593500,1.03,0.65777,156.25,"July 15, 22",0.0065777
2022-07-14,151.08,154.7299,147.28,153.72,153.608948,45523484,45623500,2.64,1.75,151.11,"July 14, 22",0.0175
2022-07-13,145.9,153.75,144.65,151.64,151.530441,52191834,52191800,5.74,3.93,150.63,"July 13, 22",0.0393
